               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.042649,            0.039285,            0.018734,             0.69986,             0.56012,              0.6296,             0.39645,            0.042567,            0.019231,            0.015577,            0.005116,            0.005116,            0.005116
                 150,            0.042738,            0.039522,            0.018668,             0.70052,             0.55937,             0.62989,              0.3968,            0.042549,            0.019224,            0.015555,            0.005083,            0.005083,            0.005083
                 151,            0.042726,            0.039392,            0.018757,             0.70007,             0.56088,              0.6306,             0.39749,            0.042535,            0.019217,            0.015534,             0.00505,             0.00505,             0.00505
                 152,            0.042757,            0.039439,            0.018508,              0.7006,             0.56286,             0.63122,             0.39784,            0.042518,            0.019209,            0.015514,            0.005017,            0.005017,            0.005017
                 153,            0.042357,            0.038993,            0.018598,             0.70173,             0.56291,             0.63168,             0.39825,            0.042498,            0.019201,            0.015495,            0.004984,            0.004984,            0.004984
                 154,            0.042297,            0.039324,            0.018324,             0.70207,             0.56244,             0.63199,              0.3988,            0.042481,            0.019194,            0.015474,            0.004951,            0.004951,            0.004951
                 155,            0.042534,            0.039284,            0.018324,             0.70315,             0.56284,             0.63234,             0.39925,            0.042468,            0.019186,            0.015453,            0.004918,            0.004918,            0.004918
                 156,            0.042074,            0.039235,            0.018573,             0.70273,             0.56263,             0.63254,              0.3998,            0.042453,            0.019181,            0.015442,            0.004885,            0.004885,            0.004885
                 157,              0.0422,            0.038582,            0.018264,             0.70343,             0.56375,             0.63309,             0.40009,            0.042438,            0.019175,            0.015426,            0.004852,            0.004852,            0.004852
                 158,             0.04236,            0.039221,             0.01829,             0.70438,             0.56444,              0.6339,             0.40091,            0.042423,            0.019168,            0.015414,            0.004819,            0.004819,            0.004819
                 159,            0.042372,            0.039105,            0.018269,             0.70536,             0.56424,             0.63445,             0.40126,            0.042406,            0.019161,            0.015398,            0.004786,            0.004786,            0.004786
                 160,            0.042365,            0.039287,            0.018039,             0.70606,             0.56467,             0.63514,              0.4019,            0.042391,            0.019154,            0.015376,            0.004753,            0.004753,            0.004753
                 161,            0.042282,            0.039126,            0.018209,             0.70809,             0.56472,             0.63578,             0.40241,            0.042378,            0.019148,            0.015359,             0.00472,             0.00472,             0.00472
                 162,            0.042317,            0.039215,             0.01802,             0.71028,             0.56429,             0.63625,             0.40283,            0.042362,             0.01914,            0.015335,            0.004687,            0.004687,            0.004687
                 163,            0.042212,            0.039213,            0.018149,             0.71204,             0.56514,             0.63697,             0.40328,            0.042347,            0.019132,            0.015314,            0.004654,            0.004654,            0.004654
                 164,            0.042196,            0.038973,             0.01782,             0.71111,             0.56545,             0.63773,             0.40397,            0.042332,            0.019125,            0.015298,            0.004621,            0.004621,            0.004621
                 165,            0.042107,            0.038918,            0.017876,             0.71183,             0.56542,             0.63798,             0.40449,            0.042319,            0.019117,            0.015285,            0.004588,            0.004588,            0.004588
                 166,            0.042119,            0.038818,            0.017835,             0.71153,             0.56616,             0.63845,             0.40472,            0.042303,            0.019109,            0.015269,            0.004555,            0.004555,            0.004555
                 167,            0.041972,            0.038837,            0.017724,             0.71244,             0.56687,             0.63899,             0.40535,            0.042291,            0.019103,            0.015257,            0.004522,            0.004522,            0.004522
                 168,            0.042012,            0.038938,            0.018195,             0.71376,             0.56697,             0.63985,             0.40609,            0.042279,            0.019096,            0.015242,            0.004489,            0.004489,            0.004489
                 169,            0.041942,            0.039008,             0.01792,             0.71336,              0.5695,             0.64059,             0.40665,            0.042267,            0.019089,            0.015223,            0.004456,            0.004456,            0.004456
                 170,            0.042094,            0.038933,            0.017703,             0.71364,             0.57027,               0.641,              0.4072,            0.042252,            0.019082,             0.01521,            0.004423,            0.004423,            0.004423
                 171,             0.04198,            0.038653,            0.017945,             0.71653,             0.56931,             0.64167,             0.40782,            0.042234,            0.019074,            0.015192,             0.00439,             0.00439,             0.00439
                 172,            0.041981,            0.039228,            0.017861,             0.71965,             0.56808,             0.64222,              0.4084,            0.042219,            0.019066,            0.015169,            0.004357,            0.004357,            0.004357
                 173,             0.04184,            0.038716,            0.017549,               0.714,             0.57132,             0.64309,             0.40878,            0.042203,            0.019059,             0.01515,            0.004324,            0.004324,            0.004324
                 174,            0.041833,            0.038976,            0.017802,             0.71456,             0.57184,             0.64358,             0.40947,            0.042188,            0.019052,            0.015129,            0.004291,            0.004291,            0.004291
                 175,             0.04174,            0.038754,            0.017544,             0.71816,             0.57078,             0.64423,             0.41019,            0.042174,            0.019047,             0.01511,            0.004258,            0.004258,            0.004258
                 176,            0.041604,            0.038588,            0.017541,             0.71598,             0.57194,             0.64487,             0.41098,            0.042159,             0.01904,            0.015096,            0.004225,            0.004225,            0.004225
                 177,            0.041734,            0.038684,            0.017579,             0.71941,             0.57146,             0.64524,             0.41168,            0.042148,            0.019033,            0.015079,            0.004192,            0.004192,            0.004192
                 178,            0.041723,            0.038598,            0.017785,             0.72007,             0.57129,              0.6459,             0.41228,            0.042134,            0.019027,            0.015071,            0.004159,            0.004159,            0.004159
                 179,            0.041719,            0.038853,            0.017569,             0.71849,             0.57323,              0.6464,             0.41307,            0.042119,             0.01902,             0.01506,            0.004126,            0.004126,            0.004126
                 180,            0.041701,            0.038654,            0.017412,             0.71974,             0.57298,               0.647,             0.41345,            0.042103,            0.019012,            0.015047,            0.004093,            0.004093,            0.004093
                 181,            0.041694,            0.038698,            0.017623,             0.71857,             0.57322,             0.64744,             0.41356,            0.042087,            0.019004,            0.015037,             0.00406,             0.00406,             0.00406
                 182,            0.041811,            0.038714,            0.017135,             0.71906,              0.5746,             0.64794,             0.41414,            0.042069,            0.018996,             0.01502,            0.004027,            0.004027,            0.004027
                 183,            0.041425,            0.038735,            0.017392,             0.71809,             0.57529,             0.64811,             0.41474,            0.042054,             0.01899,            0.015007,            0.003994,            0.003994,            0.003994
                 184,            0.041759,            0.038679,             0.01733,             0.71771,             0.57662,             0.64872,             0.41521,            0.042041,            0.018983,            0.014995,            0.003961,            0.003961,            0.003961
                 185,             0.04165,            0.038542,            0.017365,             0.72056,              0.5763,             0.64878,             0.41524,            0.042027,            0.018976,            0.014988,            0.003928,            0.003928,            0.003928
                 186,            0.041352,            0.038464,            0.017259,             0.72047,             0.57587,             0.64888,             0.41566,            0.042017,            0.018971,             0.01498,            0.003895,            0.003895,            0.003895
                 187,            0.041463,            0.038859,             0.01744,             0.72065,             0.57643,              0.6496,             0.41621,            0.042006,            0.018963,             0.01496,            0.003862,            0.003862,            0.003862
                 188,            0.041593,            0.038756,            0.017394,             0.72188,             0.57743,             0.65025,             0.41676,            0.041994,            0.018957,            0.014947,            0.003829,            0.003829,            0.003829
                 189,            0.041469,            0.038781,            0.017129,             0.72096,             0.57685,             0.65093,             0.41706,            0.041978,             0.01895,            0.014934,            0.003796,            0.003796,            0.003796
                 190,            0.041646,             0.03888,            0.017023,             0.72115,             0.57854,              0.6519,              0.4175,            0.041965,            0.018943,            0.014917,            0.003763,            0.003763,            0.003763
                 191,            0.041489,            0.038585,            0.017016,             0.72331,             0.57831,             0.65269,             0.41818,            0.041949,            0.018934,              0.0149,             0.00373,             0.00373,             0.00373
                 192,            0.041517,            0.038791,             0.01705,             0.72422,             0.57744,             0.65255,             0.41852,            0.041935,            0.018925,            0.014886,            0.003697,            0.003697,            0.003697
                 193,             0.04146,            0.038663,            0.017069,              0.7227,             0.57818,             0.65266,             0.41913,            0.041919,            0.018917,            0.014869,            0.003664,            0.003664,            0.003664
                 194,            0.041412,            0.038304,             0.01695,             0.72494,              0.5778,             0.65288,             0.41947,            0.041906,            0.018911,            0.014854,            0.003631,            0.003631,            0.003631
                 195,            0.041341,            0.038504,            0.016825,             0.72659,             0.57782,             0.65317,             0.41968,            0.041893,            0.018903,            0.014847,            0.003598,            0.003598,            0.003598
                 196,            0.041262,            0.038563,            0.016817,             0.72797,             0.57591,              0.6533,             0.41998,            0.041881,            0.018899,            0.014839,            0.003565,            0.003565,            0.003565
                 197,            0.041145,            0.038532,            0.016899,             0.72911,             0.57699,             0.65386,             0.42045,            0.041864,            0.018893,            0.014833,            0.003532,            0.003532,            0.003532
                 198,            0.041183,            0.038212,            0.016941,             0.72988,             0.57701,             0.65379,             0.42066,            0.041849,            0.018886,            0.014824,            0.003499,            0.003499,            0.003499
                 199,            0.041152,            0.038261,            0.016601,             0.73059,             0.57695,             0.65407,             0.42094,            0.041835,            0.018881,            0.014818,            0.003466,            0.003466,            0.003466
                 200,            0.041229,            0.038104,            0.016886,             0.73182,             0.57677,              0.6544,              0.4213,            0.041822,            0.018874,            0.014805,            0.003433,            0.003433,            0.003433
                 201,            0.041262,            0.038288,            0.016659,             0.73082,             0.57718,             0.65457,              0.4219,            0.041811,            0.018869,            0.014797,              0.0034,              0.0034,              0.0034
                 202,            0.041031,            0.038334,             0.01662,             0.73437,             0.57564,             0.65486,             0.42215,            0.041801,            0.018862,            0.014794,            0.003367,            0.003367,            0.003367
                 203,            0.040968,            0.038142,            0.016705,             0.73238,             0.57676,             0.65528,             0.42244,            0.041787,            0.018858,            0.014783,            0.003334,            0.003334,            0.003334
                 204,            0.040951,            0.038316,            0.016586,             0.73265,              0.5769,             0.65556,             0.42292,            0.041772,            0.018851,            0.014773,            0.003301,            0.003301,            0.003301
                 205,            0.040873,            0.038029,            0.016383,               0.735,             0.57608,             0.65603,             0.42316,            0.041759,            0.018846,            0.014766,            0.003268,            0.003268,            0.003268
                 206,            0.041082,            0.038637,            0.016692,             0.73261,              0.5777,             0.65653,             0.42371,            0.041744,             0.01884,            0.014762,            0.003235,            0.003235,            0.003235
                 207,            0.040898,            0.038293,            0.016611,             0.73226,              0.5788,             0.65721,             0.42404,             0.04173,            0.018833,            0.014755,            0.003202,            0.003202,            0.003202
                 208,            0.041153,            0.038196,            0.016621,              0.7321,             0.57932,             0.65772,             0.42415,            0.041717,            0.018826,            0.014756,            0.003169,            0.003169,            0.003169
                 209,            0.040873,            0.037954,            0.016173,             0.73387,             0.57861,             0.65776,             0.42452,            0.041703,             0.01882,            0.014755,            0.003136,            0.003136,            0.003136
                 210,            0.040981,            0.038357,            0.016297,             0.73099,             0.57938,             0.65815,             0.42497,            0.041689,            0.018813,            0.014753,            0.003103,            0.003103,            0.003103
                 211,             0.04082,            0.038388,            0.016178,             0.73091,             0.58062,             0.65858,             0.42527,            0.041677,            0.018806,            0.014747,             0.00307,             0.00307,             0.00307
                 212,            0.040884,            0.038439,            0.016094,             0.73023,             0.58247,             0.65887,             0.42577,            0.041662,            0.018802,            0.014735,            0.003037,            0.003037,            0.003037
                 213,             0.04078,            0.038094,            0.016146,             0.73111,             0.58218,             0.65941,             0.42605,            0.041649,            0.018797,            0.014727,            0.003004,            0.003004,            0.003004
                 214,            0.040714,            0.038142,            0.016137,             0.73087,             0.58114,             0.65937,             0.42631,            0.041636,            0.018793,            0.014714,            0.002971,            0.002971,            0.002971
                 215,            0.040951,            0.038471,            0.016297,             0.73749,             0.57741,             0.65959,             0.42658,            0.041622,            0.018785,            0.014702,            0.002938,            0.002938,            0.002938
                 216,            0.040729,            0.038083,            0.016154,             0.73313,             0.58126,             0.66007,             0.42693,            0.041608,             0.01878,            0.014691,            0.002905,            0.002905,            0.002905
                 217,            0.040678,            0.038031,            0.015987,             0.73594,             0.58005,             0.66019,             0.42745,            0.041597,            0.018775,            0.014679,            0.002872,            0.002872,            0.002872
                 218,            0.040584,            0.037838,             0.01603,             0.73739,             0.57999,             0.66048,             0.42784,            0.041581,            0.018769,            0.014669,            0.002839,            0.002839,            0.002839
                 219,            0.040749,            0.038003,            0.015907,             0.73838,             0.57967,             0.66074,             0.42829,            0.041568,            0.018765,            0.014657,            0.002806,            0.002806,            0.002806
                 220,            0.040573,            0.037745,            0.016191,             0.73849,             0.57934,             0.66132,             0.42863,            0.041552,            0.018761,             0.01464,            0.002773,            0.002773,            0.002773
                 221,            0.040646,            0.037933,            0.016189,             0.73738,             0.58223,             0.66141,             0.42878,            0.041541,            0.018755,            0.014627,             0.00274,             0.00274,             0.00274
                 222,            0.040539,            0.037805,            0.015767,             0.73892,             0.58124,             0.66171,             0.42924,            0.041526,            0.018749,            0.014612,            0.002707,            0.002707,            0.002707
                 223,            0.040621,            0.037689,            0.015822,             0.73934,             0.58179,             0.66206,             0.42969,            0.041513,            0.018745,            0.014599,            0.002674,            0.002674,            0.002674
                 224,            0.040452,             0.03786,            0.015829,             0.73679,             0.58498,             0.66274,             0.42974,            0.041502,            0.018738,            0.014593,            0.002641,            0.002641,            0.002641
                 225,            0.040317,            0.037741,            0.015794,             0.73704,             0.58508,             0.66331,              0.4301,            0.041489,            0.018732,            0.014591,            0.002608,            0.002608,            0.002608
                 226,            0.040352,            0.038052,            0.015626,             0.73296,             0.58807,             0.66386,             0.43036,            0.041477,            0.018728,            0.014586,            0.002575,            0.002575,            0.002575
                 227,             0.04028,            0.037492,            0.015793,             0.73107,             0.58863,             0.66407,             0.43073,            0.041467,            0.018724,             0.01458,            0.002542,            0.002542,            0.002542
                 228,            0.040499,            0.037583,            0.015648,              0.7312,              0.5892,             0.66449,             0.43112,            0.041455,            0.018718,            0.014564,            0.002509,            0.002509,            0.002509
                 229,            0.040446,            0.037851,            0.015438,             0.73082,             0.58992,              0.6648,             0.43155,            0.041444,            0.018714,             0.01455,            0.002476,            0.002476,            0.002476
                 230,            0.040277,             0.03794,            0.015496,             0.73226,             0.59012,             0.66521,              0.4319,            0.041432,            0.018709,            0.014541,            0.002443,            0.002443,            0.002443
                 231,              0.0403,             0.03755,             0.01553,             0.73269,             0.59066,             0.66539,              0.4324,             0.04142,            0.018704,            0.014536,             0.00241,             0.00241,             0.00241
                 232,             0.04022,            0.037435,            0.015509,             0.73173,             0.59321,             0.66589,             0.43256,            0.041409,              0.0187,            0.014531,            0.002377,            0.002377,            0.002377
                 233,             0.04031,            0.037672,            0.015309,             0.73203,             0.59386,             0.66631,             0.43307,            0.041397,            0.018696,            0.014525,            0.002344,            0.002344,            0.002344
                 234,            0.040414,            0.037926,            0.015277,             0.73277,             0.59478,             0.66657,             0.43366,            0.041387,            0.018693,            0.014521,            0.002311,            0.002311,            0.002311
                 235,            0.040169,             0.03745,            0.015669,             0.73304,             0.59639,             0.66708,             0.43385,            0.041376,            0.018689,            0.014519,            0.002278,            0.002278,            0.002278
                 236,            0.040111,            0.037727,            0.015195,             0.73085,             0.59831,             0.66724,             0.43423,            0.041364,            0.018684,            0.014511,            0.002245,            0.002245,            0.002245
                 237,            0.039891,            0.037286,            0.015368,             0.73426,             0.59723,              0.6676,             0.43446,            0.041355,             0.01868,            0.014513,            0.002212,            0.002212,            0.002212
                 238,            0.040144,            0.037884,            0.015312,             0.73372,             0.59828,             0.66788,             0.43479,            0.041347,            0.018675,            0.014513,            0.002179,            0.002179,            0.002179
                 239,            0.040132,            0.037565,             0.01515,             0.73366,             0.59876,             0.66793,             0.43517,             0.04134,            0.018671,            0.014513,            0.002146,            0.002146,            0.002146
                 240,            0.040141,             0.03725,            0.015232,             0.73291,             0.60022,             0.66807,             0.43517,            0.041333,            0.018668,            0.014517,            0.002113,            0.002113,            0.002113
                 241,            0.040115,            0.037868,            0.015064,              0.7346,             0.60014,             0.66836,             0.43558,            0.041324,            0.018664,            0.014512,             0.00208,             0.00208,             0.00208
                 242,            0.039978,            0.037468,            0.015007,             0.73685,             0.59954,             0.66851,             0.43582,            0.041318,             0.01866,            0.014512,            0.002047,            0.002047,            0.002047
                 243,            0.039864,            0.037154,            0.015177,             0.73603,              0.5998,             0.66889,             0.43599,            0.041308,            0.018656,            0.014508,            0.002014,            0.002014,            0.002014
                 244,              0.0399,            0.037444,            0.015141,             0.73723,              0.5992,             0.66919,              0.4364,            0.041297,            0.018652,            0.014498,            0.001981,            0.001981,            0.001981
                 245,            0.039813,            0.037328,            0.014879,             0.73595,             0.60025,             0.66948,              0.4364,            0.041289,            0.018649,            0.014492,            0.001948,            0.001948,            0.001948
                 246,            0.039673,            0.037279,            0.014906,             0.73708,             0.60156,             0.66989,             0.43696,            0.041281,            0.018645,            0.014483,            0.001915,            0.001915,            0.001915
                 247,            0.039514,            0.037324,            0.014599,             0.73548,             0.60213,             0.67025,             0.43758,            0.041276,            0.018642,            0.014473,            0.001882,            0.001882,            0.001882
                 248,            0.039867,            0.037474,            0.014762,             0.73644,             0.60206,             0.67056,             0.43789,            0.041272,            0.018639,            0.014466,            0.001849,            0.001849,            0.001849
                 249,            0.039741,            0.036739,            0.014925,             0.73603,             0.60175,              0.6707,             0.43825,            0.041264,            0.018635,            0.014467,            0.001816,            0.001816,            0.001816
                 250,            0.039718,            0.037316,            0.014819,             0.73777,             0.60004,             0.67066,             0.43851,            0.041255,            0.018631,            0.014465,            0.001783,            0.001783,            0.001783
                 251,            0.039585,            0.037238,             0.01469,             0.73899,             0.60027,             0.67124,             0.43889,            0.041245,            0.018625,            0.014459,             0.00175,             0.00175,             0.00175
                 252,            0.039574,            0.036972,            0.014605,             0.74083,             0.59874,             0.67129,             0.43923,            0.041237,            0.018622,            0.014454,            0.001717,            0.001717,            0.001717
                 253,            0.039723,            0.036984,            0.014714,             0.74036,             0.59901,             0.67151,             0.43956,            0.041227,            0.018619,            0.014449,            0.001684,            0.001684,            0.001684
                 254,            0.039572,            0.037162,            0.014619,             0.74135,             0.59991,             0.67192,             0.43971,            0.041217,            0.018615,            0.014445,            0.001651,            0.001651,            0.001651
                 255,            0.039398,            0.036936,            0.014605,             0.74009,             0.59965,             0.67204,             0.43976,            0.041207,            0.018611,            0.014437,            0.001618,            0.001618,            0.001618
                 256,            0.039464,            0.037074,            0.014304,             0.74202,              0.5988,             0.67221,             0.43972,            0.041199,            0.018608,            0.014432,            0.001585,            0.001585,            0.001585
                 257,            0.039361,            0.036939,             0.01438,             0.74247,             0.59882,             0.67258,             0.43967,             0.04119,            0.018605,            0.014426,            0.001552,            0.001552,            0.001552
                 258,            0.039289,            0.036603,            0.014243,             0.74279,              0.5981,              0.6728,             0.44016,            0.041183,            0.018602,            0.014422,            0.001519,            0.001519,            0.001519
                 259,            0.039288,            0.036822,            0.014354,             0.74309,              0.5981,             0.67318,             0.44054,            0.041174,            0.018598,            0.014418,            0.001486,            0.001486,            0.001486
                 260,            0.039325,            0.036926,            0.014391,             0.74351,             0.59904,             0.67373,             0.44098,            0.041165,            0.018593,            0.014407,            0.001453,            0.001453,            0.001453
                 261,             0.03919,            0.036957,            0.014006,             0.74172,             0.60069,             0.67387,             0.44122,            0.041157,            0.018591,            0.014405,             0.00142,             0.00142,             0.00142
                 262,            0.039274,            0.036637,            0.014153,             0.74123,             0.60106,             0.67432,             0.44168,             0.04115,            0.018587,            0.014401,            0.001387,            0.001387,            0.001387
                 263,            0.039294,            0.037059,            0.014115,             0.74159,             0.60096,              0.6746,             0.44195,             0.04114,            0.018586,            0.014407,            0.001354,            0.001354,            0.001354
                 264,            0.039242,            0.036839,            0.014033,             0.74101,             0.60212,             0.67483,             0.44215,            0.041134,            0.018582,            0.014408,            0.001321,            0.001321,            0.001321
                 265,            0.039162,            0.036694,            0.013975,             0.74211,              0.6012,             0.67485,             0.44233,            0.041127,            0.018578,            0.014408,            0.001288,            0.001288,            0.001288
                 266,            0.039006,             0.03695,            0.013849,             0.74292,             0.60127,             0.67529,             0.44252,            0.041123,            0.018575,            0.014407,            0.001255,            0.001255,            0.001255
                 267,            0.038987,            0.036274,              0.0138,             0.74451,             0.59945,             0.67573,             0.44277,            0.041119,            0.018572,            0.014408,            0.001222,            0.001222,            0.001222
                 268,            0.038955,            0.036606,            0.013626,             0.74531,             0.59911,             0.67618,             0.44304,            0.041116,             0.01857,            0.014408,            0.001189,            0.001189,            0.001189
                 269,            0.038988,            0.036723,            0.013651,             0.74563,             0.60044,             0.67662,             0.44323,            0.041111,            0.018569,            0.014409,            0.001156,            0.001156,            0.001156
                 270,            0.039058,            0.037112,            0.013637,             0.74558,             0.59998,             0.67685,             0.44353,            0.041107,            0.018568,            0.014413,            0.001123,            0.001123,            0.001123
                 271,            0.038934,            0.036668,            0.013622,             0.74656,             0.60011,             0.67693,             0.44367,            0.041101,            0.018566,            0.014419,             0.00109,             0.00109,             0.00109
                 272,            0.038992,            0.036516,            0.013598,             0.74653,             0.60112,             0.67747,             0.44417,            0.041093,            0.018563,            0.014416,            0.001057,            0.001057,            0.001057
                 273,            0.038929,            0.036263,            0.013574,             0.74734,             0.60064,             0.67776,             0.44459,            0.041089,            0.018561,            0.014421,            0.001024,            0.001024,            0.001024
                 274,            0.038637,            0.036266,            0.013467,             0.74964,             0.59967,             0.67814,             0.44504,            0.041083,            0.018558,            0.014425,            0.000991,            0.000991,            0.000991
                 275,            0.038797,            0.036555,            0.013421,             0.74847,             0.60053,              0.6782,             0.44512,            0.041077,            0.018557,            0.014428,            0.000958,            0.000958,            0.000958
                 276,            0.038592,            0.036547,            0.013378,             0.74803,             0.60072,             0.67796,             0.44525,            0.041071,            0.018555,            0.014436,            0.000925,            0.000925,            0.000925
                 277,            0.038572,            0.036088,            0.013202,             0.75154,             0.59814,             0.67811,             0.44557,            0.041066,            0.018553,            0.014445,            0.000892,            0.000892,            0.000892
                 278,             0.03858,            0.036067,            0.013299,             0.75186,             0.59845,             0.67826,              0.4459,            0.041062,            0.018552,            0.014457,            0.000859,            0.000859,            0.000859
                 279,            0.038534,            0.036512,            0.013173,             0.75244,             0.59884,             0.67838,             0.44594,            0.041058,             0.01855,            0.014467,            0.000826,            0.000826,            0.000826
                 280,            0.038554,            0.036382,            0.013214,             0.75534,             0.59841,             0.67831,             0.44633,            0.041053,            0.018548,            0.014474,            0.000793,            0.000793,            0.000793
                 281,            0.038654,              0.0362,            0.013123,             0.75439,             0.59995,             0.67792,             0.44644,            0.041051,            0.018547,            0.014481,             0.00076,             0.00076,             0.00076
                 282,            0.038302,            0.035843,            0.013107,              0.7509,              0.6021,             0.67804,             0.44666,            0.041046,            0.018546,            0.014484,            0.000727,            0.000727,            0.000727
                 283,             0.03846,            0.036099,            0.012867,             0.75074,             0.60219,             0.67827,             0.44683,            0.041045,            0.018545,            0.014486,            0.000694,            0.000694,            0.000694
                 284,            0.038236,            0.036174,            0.013108,             0.75104,             0.60269,             0.67832,             0.44698,             0.04104,            0.018544,             0.01449,            0.000661,            0.000661,            0.000661
                 285,            0.038411,            0.036261,            0.012969,             0.74926,             0.60325,              0.6785,             0.44731,            0.041037,            0.018542,            0.014495,            0.000628,            0.000628,            0.000628
                 286,              0.0382,            0.035955,            0.013075,             0.74912,             0.60309,             0.67869,             0.44763,            0.041036,            0.018543,            0.014505,            0.000595,            0.000595,            0.000595
                 287,            0.038414,            0.036065,            0.012765,             0.74967,              0.6026,             0.67888,             0.44796,            0.041032,            0.018541,            0.014513,            0.000562,            0.000562,            0.000562
                 288,            0.038337,            0.035868,            0.012653,              0.7504,             0.60256,             0.67902,             0.44804,            0.041031,             0.01854,            0.014528,            0.000529,            0.000529,            0.000529
                 289,            0.038243,            0.036019,            0.012846,             0.75028,             0.60322,              0.6793,             0.44829,             0.04103,            0.018539,            0.014534,            0.000496,            0.000496,            0.000496
                 290,             0.03804,            0.035844,            0.012763,             0.74857,             0.60428,             0.67966,              0.4484,            0.041027,            0.018537,            0.014548,            0.000463,            0.000463,            0.000463
                 291,            0.038016,            0.035469,            0.012638,             0.75168,             0.60376,             0.67969,             0.44852,            0.041026,            0.018536,             0.01456,             0.00043,             0.00043,             0.00043
                 292,            0.037865,            0.035613,            0.012641,             0.75108,             0.60311,             0.67966,             0.44857,            0.041026,            0.018535,            0.014567,            0.000397,            0.000397,            0.000397
                 293,            0.038218,            0.035713,            0.012575,             0.75029,             0.60349,             0.67981,             0.44859,            0.041024,            0.018534,             0.01458,            0.000364,            0.000364,            0.000364
                 294,             0.03804,              0.0356,            0.012471,             0.74894,             0.60495,             0.67998,              0.4488,            0.041023,            0.018534,            0.014591,            0.000331,            0.000331,            0.000331
                 295,             0.03799,            0.035355,            0.012557,             0.74977,              0.6051,             0.68024,             0.44902,            0.041021,            0.018533,            0.014602,            0.000298,            0.000298,            0.000298
                 296,             0.03774,            0.035569,            0.012679,             0.74955,             0.60508,             0.68055,             0.44923,             0.04102,            0.018532,            0.014609,            0.000265,            0.000265,            0.000265
                 297,            0.037748,            0.035435,            0.012366,             0.75088,             0.60357,             0.68038,             0.44905,            0.041019,            0.018531,            0.014619,            0.000232,            0.000232,            0.000232
                 298,            0.037932,            0.035899,            0.012428,             0.74877,             0.60564,             0.68079,             0.44924,            0.041016,             0.01853,            0.014629,            0.000199,            0.000199,            0.000199
                 299,            0.037901,            0.035681,            0.012299,              0.7512,             0.60408,             0.68086,             0.44931,            0.041014,             0.01853,            0.014638,            0.000166,            0.000166,            0.000166
